Date Time,Voltage RMS Min (V),Voltage RMS Avg (V),Voltage RMS Max (V),Current RMS Min (A),Current RMS Avg (A),Current RMS Max (A),Real Power Min (kW),Real Power Avg (kW),Real Power Max (kW),Reactive Power Min (kVAR),Reactive Power Avg (kVAR),Reactive Power Max (kVAR),Apparent Power Min (kVA),Apparent Power Avg (kVA),Apparent Power Max (kVA),Frequency Min (Hz),Frequency Avg (Hz),Frequency Max (Hz)
2025.09.17 21:26:31,201,3,202,3,203,3,28,911,29,411,29,911,5,738,5,838,5,938,-0,525,-0,515,-0,505,5,811,5,861,5,911,59,999,60,004,60,009
2025.09.17 21:27:31,202,5,203,5,204,5,27,561,28,061,28,561,5,625,5,725,5,825,-0,518,-0,508,-0,498,5,698,5,748,5,798,60,007,60,012,60,017
2025.09.17 21:28:31,201,6,202,6,203,6,29,412,29,912,30,412,5,625,5,725,5,825,-0,501,-0,491,-0,481,5,696,5,746,5,796,59,998,60,003,60,008
2025.09.17 21:29:31,201,5,202,5,203,5,27,968,28,468,28,968,5,625,5,725,5,825,-0,513,-0,503,-0,493,5,697,5,747,5,797,60,011,60,016,60,021
2025.09.17 21:30:31,201,3,202,3,203,3,28,565,29,065,29,565,5,762,5,862,5,962,-0,513,-0,503,-0,493,5,834,5,884,5,934,60,006,60,011,60,016
2025.09.17 21:31:31,201,4,202,4,203,4,27,511,28,011,28,511,5,734,5,834,5,934,-0,505,-0,495,-0,485,5,805,5,855,5,905,60,004,60,009,60,014
2025.09.17 21:32:31,202,1,203,1,204,1,28,488,28,988,29,488,5,670,5,770,5,870,-0,529,-0,519,-0,509,5,744,5,794,5,844,59,997,60,002,60,007
2025.09.17 21:33:31,201,1,202,1,203,1,27,979,28,479,28,979,5,716,5,816,5,916,-0,524,-0,514,-0,504,5,789,5,839,5,889,60,000,60,005,60,010
2025.09.17 21:34:31,202,2,203,2,204,2,28,360,28,860,29,360,5,786,5,886,5,986,-0,510,-0,500,-0,490,5,857,5,907,5,957,60,000,60,005,60,010
2025.09.17 21:35:31,202,4,203,4,204,4,28,405,28,905,29,405,5,737,5,837,5,937,-0,522,-0,512,-0,502,5,809,5,859,5,909,60,004,60,009,60,014
2025.09.17 21:36:31,201,3,202,3,203,3,28,962,29,462,29,962,5,785,5,885,5,985,-0,506,-0,496,-0,486,5,856,5,906,5,956,59,999,60,004,60,009
2025.09.17 21:37:31,202,2,203,2,204,2,29,288,29,788,30,288,5,632,5,732,5,832,-0,503,-0,493,-0,483,5,703,5,753,5,803,60,015,60,020,60,025
2025.09.17 21:38:31,202,5,203,5,204,5,28,218,28,718,29,218,5,685,5,785,5,885,-0,490,-0,480,-0,470,5,755,5,805,5,855,59,996,60,001,60,006
2025.09.17 21:39:31,202,6,203,6,204,6,28,708,29,208,29,708,5,782,5,882,5,982,-0,505,-0,495,-0,485,5,852,5,902,5,952,59,997,60,002,60,007
2025.09.17 21:40:31,203,0,204,0,205,0,28,804,29,304,29,804,5,760,5,860,5,960,-0,526,-0,516,-0,506,5,833,5,883,5,933,59,999,60,004,60,009
2025.09.17 21:41:31,202,4,203,4,204,4,28,706,29,206,29,706,5,641,5,741,5,841,-0,526,-0,516,-0,506,5,714,5,764,5,814,60,012,60,017,60,022
2025.09.17 21:42:31,202,5,203,5,204,5,28,143,28,643,29,143,5,662,5,762,5,862,-0,527,-0,517,-0,507,5,735,5,785,5,835,60,001,60,006,60,011
2025.09.17 21:43:31,202,7,203,7,204,7,28,640,29,140,29,640,5,733,5,833,5,933,-0,490,-0,480,-0,470,5,803,5,853,5,903,60,005,60,010,60,015
2025.09.17 21:44:31,201,3,202,3,203,3,27,661,28,161,28,661,5,770,5,870,5,970,-0,523,-0,513,-0,503,5,843,5,893,5,943,60,006,60,011,60,016
2025.09.17 21:45:31,201,5,202,5,203,5,27,505,28,005,28,505,5,788,5,888,5,988,-0,511,-0,501,-0,491,5,859,5,909,5,959,60,004,60,009,60,014
2025.09.17 21:46:31,201,2,202,2,203,2,28,589,29,089,29,589,5,798,5,898,5,998,-0,528,-0,518,-0,508,5,871,5,921,5,971,60,004,60,009,60,014
2025.09.17 21:47:31,202,0,203,0,204,0,29,360,29,860,30,360,5,730,5,830,5,930,-0,516,-0,506,-0,496,5,802,5,852,5,902,60,005,60,010,60,015
2025.09.17 21:48:31,203,0,204,0,205,0,28,877,29,377,29,877,5,776,5,876,5,976,-0,496,-0,486,-0,476,5,846,5,896,5,946,60,000,60,005,60,010
2025.09.17 21:49:31,201,8,202,8,203,8,27,599,28,099,28,599,5,634,5,734,5,834,-0,506,-0,496,-0,486,5,706,5,756,5,806,59,999,60,004,60,009
2025.09.17 21:50:31,201,4,202,4,203,4,29,375,29,875,30,375,5,782,5,882,5,982,-0,530,-0,520,-0,510,5,855,5,905,5,955,60,015,60,020,60,025
2025.09.17 21:51:31,202,8,203,8,204,8,29,102,29,602,30,102,5,691,5,791,5,891,-0,503,-0,493,-0,483,5,762,5,812,5,862,60,015,60,020,60,025
2025.09.17 21:52:31,202,4,203,4,204,4,28,830,29,330,29,830,5,726,5,826,5,926,-0,499,-0,489,-0,479,5,797,5,847,5,897,60,010,60,015,60,020
2025.09.17 21:53:31,201,4,202,4,203,4,28,160,28,660,29,160,5,613,5,713,5,813,-0,500,-0,490,-0,480,5,684,5,734,5,784,60,012,60,017,60,022
2025.09.17 21:54:31,202,8,203,8,204,8,29,339,29,839,30,339,5,639,5,739,5,839,-0,515,-0,505,-0,495,5,711,5,761,5,811,60,005,60,010,60,015
2025.09.17 21:55:31,201,9,202,9,203,9,27,905,28,405,28,905,5,795,5,895,5,995,-0,534,-0,524,-0,514,5,868,5,918,5,968,59,997,60,002,60,007
2025.09.17 21:56:31,201,4,202,4,203,4,29,163,29,663,30,163,5,653,5,753,5,853,-0,521,-0,511,-0,501,5,726,5,776,5,826,60,000,60,005,60,010
2025.09.17 21:57:31,201,3,202,3,203,3,28,769,29,269,29,769,5,757,5,857,5,957,-0,527,-0,517,-0,507,5,829,5,879,5,929,60,006,60,011,60,016
2025.09.17 21:58:31,202,3,203,3,204,3,28,447,28,947,29,447,5,781,5,881,5,981,-0,516,-0,506,-0,496,5,853,5,903,5,953,60,010,60,015,60,020
2025.09.17 21:59:31,201,7,202,7,203,7,27,616,28,116,28,616,5,611,5,711,5,811,-0,534,-0,524,-0,514,5,685,5,735,5,785,59,995,60,000,60,005
2025.09.17 22:00:31,201,2,202,2,203,2,29,466,29,966,30,466,5,674,5,774,5,874,-0,499,-0,489,-0,479,5,745,5,795,5,845,60,001,60,006,60,011
2025.09.17 22:01:31,201,6,202,6,203,6,28,986,29,486,29,986,5,681,5,781,5,881,-0,504,-0,494,-0,484,5,752,5,802,5,852,60,006,60,011,60,016
2025.09.17 22:02:31,202,4,203,4,204,4,29,151,29,651,30,151,5,668,5,768,5,868,-0,508,-0,498,-0,488,5,740,5,790,5,840,60,011,60,016,60,021
2025.09.17 22:03:31,202,8,203,8,204,8,28,297,28,797,29,297,5,652,5,752,5,852,-0,510,-0,500,-0,490,5,724,5,774,5,824,60,007,60,012,60,017
2025.09.17 22:04:31,202,1,203,1,204,1,28,593,29,093,29,593,5,760,5,860,5,960,-0,528,-0,518,-0,508,5,833,5,883,5,933,59,998,60,003,60,008
2025.09.17 22:05:31,201,8,202,8,203,8,27,529,28,029,28,529,5,742,5,842,5,942,-0,503,-0,493,-0,483,5,813,5,863,5,913,59,998,60,003,60,008
2025.09.17 22:06:31,201,8,202,8,203,8,27,797,28,297,28,797,5,770,5,870,5,970,-0,535,-0,525,-0,515,5,844,5,894,5,944,59,996,60,001,60,006
2025.09.17 22:07:31,201,4,202,4,203,4,28,418,28,918,29,418,5,688,5,788,5,888,-0,537,-0,527,-0,517,5,762,5,812,5,862,60,014,60,019,60,024
2025.09.17 22:08:31,201,8,202,8,203,8,27,958,28,458,28,958,5,612,5,712,5,812,-0,503,-0,493,-0,483,5,683,5,733,5,783,60,012,60,017,60,022
2025.09.17 22:09:31,202,7,203,7,204,7,27,766,28,266,28,766,5,654,5,754,5,854,-0,506,-0,496,-0,486,5,726,5,776,5,826,60,013,60,018,60,023
