VoltageMin,VoltageAvg,VoltageMax,CurrentMin,CurrentAvg,CurrentMax,RealPowerMin,RealPowerAvg,RealPowerMax,ReactivePowerMin,ReactivePowerAvg,ReactivePowerMax,ApparentPowerMin,ApparentPowerAvg,ApparentPowerMax,FreqMin,FreqAvg,FreqMax,Index
230,54449807645,235,54449807645,240,54449807645,26,2975843820244,28,2975843820244,30,2975843820244,5998,80627903594,6332,07329453794,6665,34031003994,666,534031003994,999,80104650599,1333,06806200799,6665,34031003994,6998,60732554193,7331,87434104393,50,0356566336638,50,1356566336638,50,2356566336638,0
226,033302541372,231,033302541372,236,033302541372,16,8533843629311,18,8533843629311,20,8533843629311,3920,18368810485,4137,97167077734,4355,75965344983,435,575965344983,653,363948017474,871,151930689966,4355,75965344983,4573,54763612232,4791,33561879481,49,9215299907241,50,0215299907241,50,1215299907241,1
228,114441741777,233,114441741777,238,114441741777,16,1522811707818,18,1522811707818,20,1522811707818,3808,40300231992,4019,98094689325,4231,55889146658,423,155889146658,634,733833719986,846,311778293315,4231,55889146658,4443,1368360399,4654,71478061323,50,0990885659117,50,1990885659117,50,2990885659117,2
230,626593467606,235,626593467606,240,626593467606,23,8975169043511,25,8975169043511,27,8975169043511,5491,92931869778,5797,03650306988,6102,14368744198,610,214368744197,915,321553116296,1220,42873748839,6102,14368744198,6407,25087181407,6712,35805618617,49,9137439887103,50,0137439887103,50,1137439887103,3
225,934611941192,230,934611941192,235,934611941192,24,6031100864537,26,6031100864537,28,6031100864537,5529,22101381958,5836,39995903178,6143,57890424398,614,357890424398,921,536835636597,1228,7157808488,6143,57890424398,6450,75784945618,6757,93679466838,50,0970227968865,50,1970227968865,50,2970227968865,4
226,930825529588,231,930825529588,236,930825529588,22,1345858546601,24,1345858546601,26,1345858546601,5037,79897897742,5317,67670003172,5597,55442108602,559,755442108602,839,633163162903,1119,5108842172,5597,55442108602,5877,43214214032,6157,30986319462,50,0941445233273,50,1941445233273,50,2941445233273,5
229,714708167461,234,714708167461,239,714708167461,24,8856412437212,26,8856412437212,28,8856412437212,5679,40989457357,5994,93266649432,6310,45543841508,631,045543841508,946,568315762261,1262,09108768302,6310,45543841508,6625,97821033583,6941,50098225658,50,0838133703842,50,1838133703842,50,2838133703842,6
232,768166818548,237,768166818548,242,768166818548,26,0619635796463,28,0619635796463,30,0619635796463,6005,01747389522,6338,62955577829,6672,24163766136,667,224163766136,1000,8362456492,1334,44832753227,6672,24163766136,7005,85371954443,7339,4658014275,50,0314725750738,50,1314725750738,50,2314725750738,7
229,909672012976,234,909672012976,239,909672012976,9,08264696834732,11,0826469683473,13,0826469683473,2343,07886793307,2473,24991615157,2603,42096437007,260,342096437007,390,513144655511,520,684192874015,2603,42096437007,2733,59201258858,2863,76306080708,50,0676437754965,50,1676437754965,50,2676437754965,8
225,959543008804,230,959543008804,235,959543008804,23,6891182417465,25,6891182417465,27,6891182417465,5339,83230847161,5636,48965894226,5933,1470094129,593,31470094129,889,972051411936,1186,62940188258,5933,1470094129,6229,80435988355,6526,4617103542,50,0334175527717,50,1334175527717,50,2334175527717,9
232,913190362935,237,913190362935,242,913190362935,20,2529030648306,22,2529030648306,24,2529030648306,4764,83324669189,5029,54620484143,5294,25916299098,529,425916299098,794,138874448648,1058,8518325982,5294,25916299098,5558,97212114053,5823,68507929008,50,0564732963948,50,1564732963948,50,2564732963948,10
234,089603907936,239,089603907936,244,089603907936,20,7136563848302,22,7136563848302,24,7136563848302,4887,53919751501,5159,06915293252,5430,59910835002,543,059910835002,814,589866252502,1086,11982167,5430,59910835002,5702,12906376752,5973,65901918502,49,9018528417693,50,0018528417693,50,1018528417693,11
228,008123726122,233,008123726122,238,008123726122,13,4728242407892,15,4728242407892,17,4728242407892,3244,76437058132,3425,02905783583,3605,29374509035,360,529374509035,540,794061763553,721,05874901807,3605,29374509035,3785,55843234487,3965,82311959939,49,957015728232,50,057015728232,50,157015728232,12
228,757060497886,233,757060497886,238,757060497886,17,3384944784169,19,3384944784169,21,3384944784169,4068,45866135639,4294,48414254286,4520,50962372933,452,050962372933,678,076443559399,904,101924745865,4520,50962372933,4746,53510491579,4972,56058610226,50,0091148427264,50,1091148427264,50,2091148427264,13
232,587551752845,237,587551752845,242,587551752845,19,6040452716891,21,6040452716891,23,6040452716891,4619,56700165241,4876,20961285532,5132,85222405823,513,285222405823,769,927833608735,1026,57044481165,5132,85222405823,5389,49483526114,5646,13744646405,50,0307933786562,50,1307933786562,50,2307933786562,14
225,504331807841,230,504331807841,235,504331807841,8,39813295956614,10,3981329595661,12,3981329595661,2157,13322090449,2276,97395539918,2396,81468989388,239,681468989388,359,522203484082,479,362937978776,2396,81468989388,2516,65542438857,2636,49615888327,50,062486412545,50,162486412545,50,262486412545,15
230,112879488204,235,112879488204,240,112879488204,18,0004198914396,20,0004198914396,22,0004198914396,4232,12068048456,4467,23849606704,4702,35631164951,470,235631164951,705,353446747427,940,471262329903,4702,35631164951,4937,47412723199,5172,59194281446,49,9118487699012,50,0118487699012,50,1118487699013,16
225,527779758222,230,527779758222,235,527779758222,24,9980053124009,26,9980053124009,28,9980053124009,5601,41120031162,5912,60071144004,6223,79022256846,622,379022256846,933,568533385269,1244,75804451369,6223,79022256846,6534,97973369689,6846,16924482531,49,9673811458365,50,0673811458365,50,1673811458365,17
230,416250575993,235,416250575993,240,416250575993,23,5526625158045,25,5526625158045,27,5526625158045,5413,96080153398,5714,7364016192,6015,51200170442,601,551200170442,902,326800255663,1203,10240034088,6015,51200170442,6316,28760178964,6617,06320187486,49,9023562080238,50,0023562080238,50,1023562080238,18
225,209202929497,230,209202929497,235,209202929497,20,2472610567916,22,2472610567916,24,2472610567916,4609,37181172361,4865,44802348603,5121,52423524845,512,152423524845,768,228635287268,1024,30484704969,5121,52423524845,5377,60044701087,5633,6766587733,49,9777073739458,50,0777073739458,50,1777073739458,19
227,69431076138,232,69431076138,237,69431076138,12,3097974659455,14,3097974659455,16,3097974659455,2996,82761262582,3163,31803554948,3329,80845847313,332,980845847313,499,47126877097,665,961691694627,3329,80845847313,3496,29888139679,3662,78930432045,50,0246316292904,50,1246316292904,50,2246316292904,20
